Category,Consumers Count,Total Expenditures,Total Authorized Services,Per Capita Expenditures,Per Capita Authorized Services,Utilized,Regional Center,Sheet Name,Title,Age Category,Total Eligible Consumers,Consumers Receiving Purchased Services,Consumers with No Purchased Services,Percent With No Purchased Services
Totals Check,6281.0,222259382.0,285150962.0,435008.5017173292,573692.1878049235,15.6544642752,Valley Mountain,POSxRes,Residence: Total Annual Expenditures and Authorized Services ,For age 22 years and older,,,,
Totals,6296.0,222518802.0,285474445.0,35342.8846886913,45342.1926397713,0.7794701277,Valley Mountain,POSxRes,Residence: Total Annual Expenditures and Authorized Services ,For age 22 years and older,,,,
Autism,5476.0,35685335.0,49295068.0,6516.6791051862,9002.02123995606,0.7239128782,Valley Mountain,POSxDxCombo,Diagnosis - Expanded: Total Annual Expenditures and Authorized Services ,All Ages,,,,
Autism & Intellectual Disability,1273.0,29143858.0,38255765.0,22893.8399293008,30051.6613118617,0.761816117,Valley Mountain,POSxDxCombo,Diagnosis - Expanded: Total Annual Expenditures and Authorized Services ,All Ages,,,,
"Autism & Intellectual Disability &
Cerebral Palsy",23.0,690435.0,830599.0,30018.9291304348,36112.9782608696,0.8312504417,Valley Mountain,POSxDxCombo,Diagnosis - Expanded: Total Annual Expenditures and Authorized Services ,All Ages,,,,
"Autism & Intellectual Disability &
Cerebral Palsy & Epilepsy",,,,43456.17,52779.18875,0.8233580513,Valley Mountain,POSxDxCombo,Diagnosis - Expanded: Total Annual Expenditures and Authorized Services ,All Ages,,,,
"Autism & Intellectual Disability &
Cerebral Palsy & Epilepsy & Category
5",,,,6719.84,8879.19666666667,0.7568072037,Valley Mountain,POSxDxCombo,Diagnosis - Expanded: Total Annual Expenditures and Authorized Services ,All Ages,,,,
"Autism & Intellectual Disability &
Cerebral Palsy & Category 5",0.0,0.0,0.0,0.0,0.0,0.0,Valley Mountain,POSxDxCombo,Diagnosis - Expanded: Total Annual Expenditures and Authorized Services ,All Ages,,,,
"Autism & Intellectual Disability &
Epilepsy & Category 5",,,,68836.02,87274.72,0.7887280532,Valley Mountain,POSxDxCombo,Diagnosis - Expanded: Total Annual Expenditures and Authorized Services ,All Ages,,,,
"Autism & Intellectual Disability &
Epilepsy",113.0,5152143.0,6163025.0,45594.186460177,54540.0447787611,0.8359763298,Valley Mountain,POSxDxCombo,Diagnosis - Expanded: Total Annual Expenditures and Authorized Services ,All Ages,,,,
"Autism & Intellectual Disability &
Category 5",25.0,626709.0,764239.0,25068.3612,30569.5688,0.8200430096,Valley Mountain,POSxDxCombo,Diagnosis - Expanded: Total Annual Expenditures and Authorized Services ,All Ages,,,,
Autism & Cerebral Palsy,11.0,99975.0,142282.0,9088.61363636364,12934.7454545455,0.7026511398,Valley Mountain,POSxDxCombo,Diagnosis - Expanded: Total Annual Expenditures and Authorized Services ,All Ages,,,,
Autism & Cerebral Palsy & Epilepsy,,,,6168.4275,8434.3,0.7313502602,Valley Mountain,POSxDxCombo,Diagnosis - Expanded: Total Annual Expenditures and Authorized Services ,All Ages,,,,
"Autism & Cerebral Palsy & Epilepsy &
Category 5",,,,8988.27,12007.62,0.7485471725,Valley Mountain,POSxDxCombo,Diagnosis - Expanded: Total Annual Expenditures and Authorized Services ,All Ages,,,,
Autism & Cerebral Palsy & Category 5,,,,12761.386,22529.252,0.5664362936,Valley Mountain,POSxDxCombo,Diagnosis - Expanded: Total Annual Expenditures and Authorized Services ,All Ages,,,,
Autism & Epilepsy & Category 5,,,,16546.2271428571,26695.9985714286,0.6198017691,Valley Mountain,POSxDxCombo,Diagnosis - Expanded: Total Annual Expenditures and Authorized Services ,All Ages,,,,
Autism & Epilepsy,85.0,2106354.0,2705945.0,24780.6389411765,31834.6477647059,0.7784172492,Valley Mountain,POSxDxCombo,Diagnosis - Expanded: Total Annual Expenditures and Authorized Services ,All Ages,,,,
Autism & Category 5,971.0,5768061.0,7856296.0,5940.33031925851,8090.93335736357,0.7341959273,Valley Mountain,POSxDxCombo,Diagnosis - Expanded: Total Annual Expenditures and Authorized Services ,All Ages,,,,
Intellectual Disability,4321.0,115533879.0,146721791.0,26737.7642744735,33955.5174681787,0.7874350406,Valley Mountain,POSxDxCombo,Diagnosis - Expanded: Total Annual Expenditures and Authorized Services ,All Ages,,,,
Intellectual Disability & Cerebral Palsy,462.0,15934106.0,20228270.0,34489.4072727273,43784.1337878788,0.7877147334,Valley Mountain,POSxDxCombo,Diagnosis - Expanded: Total Annual Expenditures and Authorized Services ,All Ages,,,,
"Intellectual Disability & Cerebral Palsy
& Epilepsy",463.0,13909557.0,18578304.0,30042.2399784017,40125.9262203024,0.7486989786,Valley Mountain,POSxDxCombo,Diagnosis - Expanded: Total Annual Expenditures and Authorized Services ,All Ages,,,,
"Intellectual Disability & Cerebral Palsy
& Epilepsy & Category 5",17.0,635046.0,1055804.0,37355.6317647059,62106.1182352941,0.6014807047,Valley Mountain,POSxDxCombo,Diagnosis - Expanded: Total Annual Expenditures and Authorized Services ,All Ages,,,,
"Intellectual Disability & Cerebral Palsy
& Category 5",11.0,120659.0,166215.0,10968.9981818182,15110.4936363636,0.7259192483,Valley Mountain,POSxDxCombo,Diagnosis - Expanded: Total Annual Expenditures and Authorized Services ,All Ages,,,,
"Intellectual Disability & Epilepsy &
Category 5",28.0,1400394.0,1701188.0,50014.08,60756.7057142857,0.823186172,Valley Mountain,POSxDxCombo,Diagnosis - Expanded: Total Annual Expenditures and Authorized Services ,All Ages,,,,
Intellectual Disability & Epilepsy,856.0,35043393.0,44865764.0,40938.5429205608,52413.2761331776,0.7810720096,Valley Mountain,POSxDxCombo,Diagnosis - Expanded: Total Annual Expenditures and Authorized Services ,All Ages,,,,
Intellectual Disability & Category 5,161.0,3569588.0,4566031.0,22171.3544099379,28360.44,0.7817704665,Valley Mountain,POSxDxCombo,Diagnosis - Expanded: Total Annual Expenditures and Authorized Services ,All Ages,,,,
Cerebral Palsy,178.0,4507152.0,6057870.0,25321.0793820225,34032.9774157303,0.7440159899,Valley Mountain,POSxDxCombo,Diagnosis - Expanded: Total Annual Expenditures and Authorized Services ,All Ages,,,,
Cerebral Palsy & Epilepsy,85.0,3102358.0,3952467.0,36498.3348235294,46499.6151764706,0.7849169221,Valley Mountain,POSxDxCombo,Diagnosis - Expanded: Total Annual Expenditures and Authorized Services ,All Ages,,,,
"Cerebral Palsy & Epilepsy & Category
5",25.0,555433.0,775290.0,22217.3284,31011.6076,0.7164197576,Valley Mountain,POSxDxCombo,Diagnosis - Expanded: Total Annual Expenditures and Authorized Services ,All Ages,,,,
Cerebral Palsy & Category 5,74.0,1246377.0,1786880.0,16842.9314864865,24147.0202702703,0.6975159377,Valley Mountain,POSxDxCombo,Diagnosis - Expanded: Total Annual Expenditures and Authorized Services ,All Ages,,,,
Epilepsy & Category 5,86.0,2091678.0,3189425.0,24321.8365116279,37086.3377906977,0.655816615,Valley Mountain,POSxDxCombo,Diagnosis - Expanded: Total Annual Expenditures and Authorized Services ,All Ages,,,,
Epilepsy,96.0,2407516.0,2910651.0,25078.2871875,30319.2820833334,0.8271398748,Valley Mountain,POSxDxCombo,Diagnosis - Expanded: Total Annual Expenditures and Authorized Services ,All Ages,,,,
Category 5,1008.0,11779171.0,16079599.0,11685.6856349207,15951.982827381,0.7325537998,Valley Mountain,POSxDxCombo,Diagnosis - Expanded: Total Annual Expenditures and Authorized Services ,All Ages,,,,
No Diagnosis,5842.0,23799285.0,42225174.0,4073.82497090038,7227.86264464223,0.5636278899,Valley Mountain,POSxDxCombo,Diagnosis - Expanded: Total Annual Expenditures and Authorized Services ,All Ages,,,,
Totals Check,21690.0,314908462.0,420873942.0,752135.2465643671,994626.1739601651,22.9825760367,Valley Mountain,POSxDxCombo,Diagnosis - Expanded: Total Annual Expenditures and Authorized Services ,All Ages,,,,
Totals,21720.0,315627237.0,421842625.0,14531.6407458565,19421.8520023027,0.7482108681,Valley Mountain,POSxDxCombo,Diagnosis - Expanded: Total Annual Expenditures and Authorized Services ,All Ages,,,,
Autism,108.0,874740.0,1709271.0,8099.44388888889,15826.5878703704,0.5117618501,Valley Mountain,POSxDxCombo,Diagnosis - Expanded: Total Annual Expenditures and Authorized Services ,All Ages,,,,
Autism & Intellectual Disability,,,,15983.03,27375.62,0.5838417541,Valley Mountain,POSxDxCombo,Diagnosis - Expanded: Total Annual Expenditures and Authorized Services ,All Ages,,,,
"Autism & Intellectual Disability &
Cerebral Palsy",0.0,0.0,0.0,0.0,0.0,0.0,Valley Mountain,POSxDxCombo,Diagnosis - Expanded: Total Annual Expenditures and Authorized Services ,All Ages,,,,
"Autism & Intellectual Disability &
Cerebral Palsy & Epilepsy",0.0,0.0,0.0,0.0,0.0,0.0,Valley Mountain,POSxDxCombo,Diagnosis - Expanded: Total Annual Expenditures and Authorized Services ,All Ages,,,,
"Autism & Intellectual Disability &
Cerebral Palsy & Epilepsy & Category 5",0.0,0.0,0.0,0.0,0.0,0.0,Valley Mountain,POSxDxCombo,Diagnosis - Expanded: Total Annual Expenditures and Authorized Services ,All Ages,,,,
"Autism & Intellectual Disability &
Cerebral Palsy & Category 5",0.0,0.0,0.0,0.0,0.0,0.0,Valley Mountain,POSxDxCombo,Diagnosis - Expanded: Total Annual Expenditures and Authorized Services ,All Ages,,,,
"Autism & Intellectual Disability &
Epilepsy & Category 5",0.0,0.0,0.0,0.0,0.0,0.0,Valley Mountain,POSxDxCombo,Diagnosis - Expanded: Total Annual Expenditures and Authorized Services ,All Ages,,,,
"Autism & Intellectual Disability &
Epilepsy",0.0,0.0,0.0,0.0,0.0,0.0,Valley Mountain,POSxDxCombo,Diagnosis - Expanded: Total Annual Expenditures and Authorized Services ,All Ages,,,,
"Autism & Intellectual Disability &
Category 5",0.0,0.0,0.0,0.0,0.0,0.0,Valley Mountain,POSxDxCombo,Diagnosis - Expanded: Total Annual Expenditures and Authorized Services ,All Ages,,,,
Autism & Cerebral Palsy,0.0,0.0,0.0,0.0,0.0,0.0,Valley Mountain,POSxDxCombo,Diagnosis - Expanded: Total Annual Expenditures and Authorized Services ,All Ages,,,,
Autism & Cerebral Palsy & Epilepsy,0.0,0.0,0.0,0.0,0.0,0.0,Valley Mountain,POSxDxCombo,Diagnosis - Expanded: Total Annual Expenditures and Authorized Services ,All Ages,,,,
"Autism & Cerebral Palsy & Epilepsy &
Category 5",,,,8988.27,12007.62,0.7485471725,Valley Mountain,POSxDxCombo,Diagnosis - Expanded: Total Annual Expenditures and Authorized Services ,All Ages,,,,
Autism & Cerebral Palsy & Category 5,0.0,0.0,0.0,0.0,0.0,0.0,Valley Mountain,POSxDxCombo,Diagnosis - Expanded: Total Annual Expenditures and Authorized Services ,All Ages,,,,
Autism & Epilepsy & Category 5,,,,10227.36,20976.39,0.4875653056,Valley Mountain,POSxDxCombo,Diagnosis - Expanded: Total Annual Expenditures and Authorized Services ,All Ages,,,,
Autism & Epilepsy,0.0,0.0,0.0,0.0,0.0,0.0,Valley Mountain,POSxDxCombo,Diagnosis - Expanded: Total Annual Expenditures and Authorized Services ,All Ages,,,,
Autism & Category 5,18.0,185870.0,373178.0,10326.1072222222,20732.1194444444,0.4980729177,Valley Mountain,POSxDxCombo,Diagnosis - Expanded: Total Annual Expenditures and Authorized Services ,All Ages,,,,
Intellectual Disability,,,,5343.875,9747.6325,0.5482228633,Valley Mountain,POSxDxCombo,Diagnosis - Expanded: Total Annual Expenditures and Authorized Services ,All Ages,,,,
Intellectual Disability & Cerebral Palsy,0.0,0.0,0.0,0.0,0.0,0.0,Valley Mountain,POSxDxCombo,Diagnosis - Expanded: Total Annual Expenditures and Authorized Services ,All Ages,,,,
"Intellectual Disability & Cerebral Palsy
& Epilepsy",,,,4644.675,5058.805,0.9181367932,Valley Mountain,POSxDxCombo,Diagnosis - Expanded: Total Annual Expenditures and Authorized Services ,All Ages,,,,
"Intellectual Disability & Cerebral Palsy
& Epilepsy & Category 5",0.0,0.0,0.0,0.0,0.0,0.0,Valley Mountain,POSxDxCombo,Diagnosis - Expanded: Total Annual Expenditures and Authorized Services ,All Ages,,,,
"Intellectual Disability & Cerebral Palsy
& Category 5",0.0,0.0,0.0,0.0,0.0,0.0,Valley Mountain,POSxDxCombo,Diagnosis - Expanded: Total Annual Expenditures and Authorized Services ,All Ages,,,,
"Intellectual Disability & Epilepsy &
Category 5",0.0,0.0,0.0,0.0,0.0,0.0,Valley Mountain,POSxDxCombo,Diagnosis - Expanded: Total Annual Expenditures and Authorized Services ,All Ages,,,,
Intellectual Disability & Epilepsy,0.0,0.0,0.0,0.0,0.0,0.0,Valley Mountain,POSxDxCombo,Diagnosis - Expanded: Total Annual Expenditures and Authorized Services ,All Ages,,,,
Intellectual Disability & Category 5,0.0,0.0,0.0,0.0,0.0,0.0,Valley Mountain,POSxDxCombo,Diagnosis - Expanded: Total Annual Expenditures and Authorized Services ,All Ages,,,,
Cerebral Palsy,0.0,0.0,0.0,0.0,0.0,0.0,Valley Mountain,POSxDxCombo,Diagnosis - Expanded: Total Annual Expenditures and Authorized Services ,All Ages,,,,
Cerebral Palsy & Epilepsy,,,,12849.285,22733.27,0.5652193899,Valley Mountain,POSxDxCombo,Diagnosis - Expanded: Total Annual Expenditures and Authorized Services ,All Ages,,,,
Cerebral Palsy & Epilepsy & Category 5,,,,7738.27,10757.62,0.7193291825,Valley Mountain,POSxDxCombo,Diagnosis - Expanded: Total Annual Expenditures and Authorized Services ,All Ages,,,,
Cerebral Palsy & Category 5,,,,10760.95,20383.87,0.5279149641,Valley Mountain,POSxDxCombo,Diagnosis - Expanded: Total Annual Expenditures and Authorized Services ,All Ages,,,,
Epilepsy & Category 5,,,,267.96,871.9,0.3073288221,Valley Mountain,POSxDxCombo,Diagnosis - Expanded: Total Annual Expenditures and Authorized Services ,All Ages,,,,
Epilepsy,0.0,0.0,0.0,0.0,0.0,0.0,Valley Mountain,POSxDxCombo,Diagnosis - Expanded: Total Annual Expenditures and Authorized Services ,All Ages,,,,
Category 5,129.0,1255445.0,2360421.0,9732.13527131783,18297.8389147287,0.5318734806,Valley Mountain,POSxDxCombo,Diagnosis - Expanded: Total Annual Expenditures and Authorized Services ,All Ages,,,,
No Diagnosis,4626.0,20703152.0,36919384.0,4475.38962602679,7980.84393860784,0.5607664629,Valley Mountain,POSxDxCombo,Diagnosis - Expanded: Total Annual Expenditures and Authorized Services ,All Ages,,,,
Totals Check,4881.0,23019207.0,41362254.0,109436.75100845571,192750.11766815133,7.5085809586000005,Valley Mountain,POSxDxCombo,Diagnosis - Expanded: Total Annual Expenditures and Authorized Services ,All Ages,,,,
Totals,4896.0,23140298.0,41569586.0,4726.36804330065,8490.52011642154,0.5566641358,Valley Mountain,POSxDxCombo,Diagnosis - Expanded: Total Annual Expenditures and Authorized Services ,All Ages,,,,
Autism,4836.0,24928204.0,34473432.0,5154.71539909015,7128.50127377994,0.723113485,Valley Mountain,POSxDxCombo,Diagnosis - Expanded: Total Annual Expenditures and Authorized Services ,All Ages,,,,
Autism & Intellectual Disability,900.0,11718168.0,15482149.0,13020.1864111111,17202.3879888889,0.7568824991,Valley Mountain,POSxDxCombo,Diagnosis - Expanded: Total Annual Expenditures and Authorized Services ,All Ages,,,,
"Autism & Intellectual Disability &
Cerebral Palsy",13.0,115715.0,155484.0,8901.1276923077,11960.3153846154,0.7442218208,Valley Mountain,POSxDxCombo,Diagnosis - Expanded: Total Annual Expenditures and Authorized Services ,All Ages,,,,
"Autism & Intellectual Disability &
Cerebral Palsy & Epilepsy",,,,22240.55,27809.1625,0.7997561955,Valley Mountain,POSxDxCombo,Diagnosis - Expanded: Total Annual Expenditures and Authorized Services ,All Ages,,,,
"Autism & Intellectual Disability &
Cerebral Palsy & Epilepsy & Category 5",,,,10079.76,13318.795,0.7568072037,Valley Mountain,POSxDxCombo,Diagnosis - Expanded: Total Annual Expenditures and Authorized Services ,All Ages,,,,
"Autism & Intellectual Disability &
Cerebral Palsy & Category 5",0.0,0.0,0.0,0.0,0.0,0.0,Valley Mountain,POSxDxCombo,Diagnosis - Expanded: Total Annual Expenditures and Authorized Services ,All Ages,,,,
"Autism & Intellectual Disability &
Epilepsy & Category 5",,,,7783.44,9472.26,0.8217088636,Valley Mountain,POSxDxCombo,Diagnosis - Expanded: Total Annual Expenditures and Authorized Services ,All Ages,,,,
"Autism & Intellectual Disability &
Epilepsy",51.0,787306.0,963325.0,15437.3684313725,18888.7241176471,0.8172795756,Valley Mountain,POSxDxCombo,Diagnosis - Expanded: Total Annual Expenditures and Authorized Services ,All Ages,,,,
"Autism & Intellectual Disability &
Category 5",20.0,210028.0,258836.0,10501.4015,12941.786,0.8114337156,Valley Mountain,POSxDxCombo,Diagnosis - Expanded: Total Annual Expenditures and Authorized Services ,All Ages,,,,
Autism & Cerebral Palsy,,,,10646.1666666667,15247.9311111111,0.6982040114,Valley Mountain,POSxDxCombo,Diagnosis - Expanded: Total Annual Expenditures and Authorized Services ,All Ages,,,,
Autism & Cerebral Palsy & Epilepsy,,,,6168.4275,8434.3,0.7313502602,Valley Mountain,POSxDxCombo,Diagnosis - Expanded: Total Annual Expenditures and Authorized Services ,All Ages,,,,
"Autism & Cerebral Palsy & Epilepsy &
Category 5",0.0,0.0,0.0,0.0,0.0,0.0,Valley Mountain,POSxDxCombo,Diagnosis - Expanded: Total Annual Expenditures and Authorized Services ,All Ages,,,,
Autism & Cerebral Palsy & Category 5,,,,11391.4525,19580.43,0.5817774431,Valley Mountain,POSxDxCombo,Diagnosis - Expanded: Total Annual Expenditures and Authorized Services ,All Ages,,,,
Autism & Epilepsy & Category 5,,,,10677.66,17498.1075,0.6102179907,Valley Mountain,POSxDxCombo,Diagnosis - Expanded: Total Annual Expenditures and Authorized Services ,All Ages,,,,
Autism & Epilepsy,56.0,669608.0,904280.0,11957.2919642857,16147.8548214286,0.7404879531,Valley Mountain,POSxDxCombo,Diagnosis - Expanded: Total Annual Expenditures and Authorized Services ,All Ages,,,,
Autism & Category 5,931.0,4413172.0,6104154.0,4740.24885069819,6556.55655209455,0.722978413,Valley Mountain,POSxDxCombo,Diagnosis - Expanded: Total Annual Expenditures and Authorized Services ,All Ages,,,,
Intellectual Disability,1268.0,12687223.0,16142269.0,10005.6964353313,12730.4958990537,0.7859628183,Valley Mountain,POSxDxCombo,Diagnosis - Expanded: Total Annual Expenditures and Authorized Services ,All Ages,,,,
Intellectual Disability & Cerebral Palsy,104.0,1315632.0,1641771.0,12650.3082692308,15786.2627884615,0.8013491501,Valley Mountain,POSxDxCombo,Diagnosis - Expanded: Total Annual Expenditures and Authorized Services ,All Ages,,,,
"Intellectual Disability & Cerebral Palsy
& Epilepsy",101.0,1618606.0,2048023.0,16025.8,20277.4595049505,0.7903258293,Valley Mountain,POSxDxCombo,Diagnosis - Expanded: Total Annual Expenditures and Authorized Services ,All Ages,,,,
"Intellectual Disability & Cerebral Palsy
& Epilepsy & Category 5",,,,8566.93625,12088.3375,0.7086943304,Valley Mountain,POSxDxCombo,Diagnosis - Expanded: Total Annual Expenditures and Authorized Services ,All Ages,,,,
"Intellectual Disability & Cerebral Palsy
& Category 5",,,,2736.45,3495.14,0.7829300114,Valley Mountain,POSxDxCombo,Diagnosis - Expanded: Total Annual Expenditures and Authorized Services ,All Ages,,,,
"Intellectual Disability & Epilepsy &
Category 5",,,,8435.721,8751.168,0.9639537259,Valley Mountain,POSxDxCombo,Diagnosis - Expanded: Total Annual Expenditures and Authorized Services ,All Ages,,,,
Intellectual Disability & Epilepsy,128.0,2246794.0,2766135.0,17553.079140625,21610.430546875,0.8122503206,Valley Mountain,POSxDxCombo,Diagnosis - Expanded: Total Annual Expenditures and Authorized Services ,All Ages,,,,
Intellectual Disability & Category 5,64.0,533520.0,619746.0,8336.2528125,9683.52625,0.8608695425,Valley Mountain,POSxDxCombo,Diagnosis - Expanded: Total Annual Expenditures and Authorized Services ,All Ages,,,,
Cerebral Palsy,51.0,453346.0,588565.0,8889.13254901961,11540.4935294118,0.770255841,Valley Mountain,POSxDxCombo,Diagnosis - Expanded: Total Annual Expenditures and Authorized Services ,All Ages,,,,
Cerebral Palsy & Epilepsy,17.0,135297.0,171522.0,7958.65823529412,10089.5141176471,0.788804906,Valley Mountain,POSxDxCombo,Diagnosis - Expanded: Total Annual Expenditures and Authorized Services ,All Ages,,,,
Cerebral Palsy & Epilepsy & Category 5,,,,21981.426,34170.365,0.6432891776,Valley Mountain,POSxDxCombo,Diagnosis - Expanded: Total Annual Expenditures and Authorized Services ,All Ages,,,,
Cerebral Palsy & Category 5,38.0,341701.0,432691.0,8992.12210526316,11386.6036842105,0.789710642,Valley Mountain,POSxDxCombo,Diagnosis - Expanded: Total Annual Expenditures and Authorized Services ,All Ages,,,,
Epilepsy & Category 5,32.0,320297.0,452868.0,10009.2753125,14152.125625,0.7072630344,Valley Mountain,POSxDxCombo,Diagnosis - Expanded: Total Annual Expenditures and Authorized Services ,All Ages,,,,
Epilepsy,27.0,240815.0,269980.0,8919.06740740741,9999.27518518519,0.8919713921,Valley Mountain,POSxDxCombo,Diagnosis - Expanded: Total Annual Expenditures and Authorized Services ,All Ages,,,,
Category 5,644.0,3624347.0,5276537.0,5627.86748447206,8193.38069875778,0.6868797742,Valley Mountain,POSxDxCombo,Diagnosis - Expanded: Total Annual Expenditures and Authorized Services ,All Ages,,,,
No Diagnosis,1187.0,2899036.0,5040294.0,2442.32215669756,4246.24633529908,0.5751720376,Valley Mountain,POSxDxCombo,Diagnosis - Expanded: Total Annual Expenditures and Authorized Services ,All Ages,,,,
Totals Check,10468.0,69258815.0,93792061.0,307829.91207387304,410387.9369144178,22.6759019638,Valley Mountain,POSxDxCombo,Diagnosis - Expanded: Total Annual Expenditures and Authorized Services ,All Ages,,,,
Totals,10528.0,69968137.0,94798594.0,6645.90967515191,9004.42573518238,0.7380714629,Valley Mountain,POSxDxCombo,Diagnosis - Expanded: Total Annual Expenditures and Authorized Services ,All Ages,,,,
Autism,532.0,9882391.0,13112365.0,18575.9232518797,24647.3019924812,0.7536696413,Valley Mountain,POSxDxCombo,Diagnosis - Expanded: Total Annual Expenditures and Authorized Services ,For age 22 years and older,,,,
Autism & Intellectual Disability,372.0,17409707.0,22746240.0,46800.2887903226,61145.8065591398,0.7653883631,Valley Mountain,POSxDxCombo,Diagnosis - Expanded: Total Annual Expenditures and Authorized Services ,For age 22 years and older,,,,
"Autism & Intellectual Disability &
Cerebral Palsy",,,,57472.071,67511.44,0.8512938104,Valley Mountain,POSxDxCombo,Diagnosis - Expanded: Total Annual Expenditures and Authorized Services ,For age 22 years and older,,,,
"Autism & Intellectual Disability &
Cerebral Palsy & Epilepsy",,,,64671.79,77749.215,0.8317999095,Valley Mountain,POSxDxCombo,Diagnosis - Expanded: Total Annual Expenditures and Authorized Services ,For age 22 years and older,,,,
"Autism & Intellectual Disability &
Cerebral Palsy & Epilepsy & Category
5",,,,0.0,0.0,0.0,Valley Mountain,POSxDxCombo,Diagnosis - Expanded: Total Annual Expenditures and Authorized Services ,For age 22 years and older,,,,
"Autism & Intellectual Disability &
Cerebral Palsy & Category 5",0.0,0.0,0.0,0.0,0.0,0.0,Valley Mountain,POSxDxCombo,Diagnosis - Expanded: Total Annual Expenditures and Authorized Services ,For age 22 years and older,,,,
"Autism & Intellectual Disability &
Epilepsy & Category 5",,,,129888.6,165077.18,0.7868355881,Valley Mountain,POSxDxCombo,Diagnosis - Expanded: Total Annual Expenditures and Authorized Services ,For age 22 years and older,,,,
"Autism & Intellectual Disability &
Epilepsy",62.0,4364837.0,5199700.0,70400.6012903226,83866.1311290323,0.8394401929,Valley Mountain,POSxDxCombo,Diagnosis - Expanded: Total Annual Expenditures and Authorized Services ,For age 22 years and older,,,,
"Autism & Intellectual Disability &
Category 5",,,,83336.2,101080.7,0.8244521457,Valley Mountain,POSxDxCombo,Diagnosis - Expanded: Total Annual Expenditures and Authorized Services ,For age 22 years and older,,,,
Autism & Cerebral Palsy,,,,2079.625,2525.41,0.8234801478,Valley Mountain,POSxDxCombo,Diagnosis - Expanded: Total Annual Expenditures and Authorized Services ,For age 22 years and older,,,,
Autism & Cerebral Palsy & Epilepsy,0.0,0.0,0.0,0.0,0.0,0.0,Valley Mountain,POSxDxCombo,Diagnosis - Expanded: Total Annual Expenditures and Authorized Services ,For age 22 years and older,,,,
"Autism & Cerebral Palsy & Epilepsy &
Category 5",0.0,0.0,0.0,0.0,0.0,0.0,Valley Mountain,POSxDxCombo,Diagnosis - Expanded: Total Annual Expenditures and Authorized Services ,For age 22 years and older,,,,
Autism & Cerebral Palsy & Category 5,,,,18241.12,34324.54,0.5314308655,Valley Mountain,POSxDxCombo,Diagnosis - Expanded: Total Annual Expenditures and Authorized Services ,For age 22 years and older,,,,
Autism & Epilepsy & Category 5,,,,31442.795,47951.585,0.655719618,Valley Mountain,POSxDxCombo,Diagnosis - Expanded: Total Annual Expenditures and Authorized Services ,For age 22 years and older,,,,
Autism & Epilepsy,29.0,1436746.0,1801665.0,49542.9641379311,62126.385862069,0.7974544704,Valley Mountain,POSxDxCombo,Diagnosis - Expanded: Total Annual Expenditures and Authorized Services ,For age 22 years and older,,,,
Autism & Category 5,22.0,1169019.0,1378964.0,53137.2331818182,62680.1813636364,0.8477517459,Valley Mountain,POSxDxCombo,Diagnosis - Expanded: Total Annual Expenditures and Authorized Services ,For age 22 years and older,,,,
Intellectual Disability,3049.0,102825281.0,130540532.0,33724.2639717941,42814.2117579536,0.7876885405,Valley Mountain,POSxDxCombo,Diagnosis - Expanded: Total Annual Expenditures and Authorized Services ,For age 22 years and older,,,,
Intellectual Disability & Cerebral Palsy,358.0,14618474.0,0.0,40833.7265363129,0.0,0.0,Valley Mountain,POSxDxCombo,Diagnosis - Expanded: Total Annual Expenditures and Authorized Services ,For age 22 years and older,,,,
"Intellectual Disability & Cerebral Palsy
& Epilepsy",360.0,12281662.0,16520163.0,34115.7276666667,45889.3411666667,0.74343468,Valley Mountain,POSxDxCombo,Diagnosis - Expanded: Total Annual Expenditures and Authorized Services ,For age 22 years and older,,,,
"Intellectual Disability & Cerebral Palsy
& Epilepsy & Category 5",,,,62945.5833333334,106566.367777778,0.5906702522,Valley Mountain,POSxDxCombo,Diagnosis - Expanded: Total Annual Expenditures and Authorized Services ,For age 22 years and older,,,,
"Intellectual Disability & Cerebral Palsy
& Category 5",,,,15673.3114285714,21747.8385714286,0.7206836384,Valley Mountain,POSxDxCombo,Diagnosis - Expanded: Total Annual Expenditures and Authorized Services ,For age 22 years and older,,,,
"Intellectual Disability & Epilepsy &
Category 5",18.0,1316037.0,1613676.0,73113.1683333333,89648.6711111111,0.8155521708,Valley Mountain,POSxDxCombo,Diagnosis - Expanded: Total Annual Expenditures and Authorized Services ,For age 22 years and older,,,,
Intellectual Disability & Epilepsy,728.0,32796599.0,42099629.0,45050.2728159341,57829.1610714286,0.7790234543,Valley Mountain,POSxDxCombo,Diagnosis - Expanded: Total Annual Expenditures and Authorized Services ,For age 22 years and older,,,,
Intellectual Disability & Category 5,97.0,3036068.0,3946285.0,31299.6688659794,40683.3521649485,0.7693483256,Valley Mountain,POSxDxCombo,Diagnosis - Expanded: Total Annual Expenditures and Authorized Services ,For age 22 years and older,,,,
Cerebral Palsy,127.0,4053806.0,5469305.0,31919.7351968504,43065.3922047244,0.7411922558,Valley Mountain,POSxDxCombo,Diagnosis - Expanded: Total Annual Expenditures and Authorized Services ,For age 22 years and older,,,,
Cerebral Palsy & Epilepsy,66.0,2941363.0,3735479.0,44566.1015151515,56598.1668181818,0.7874124556,Valley Mountain,POSxDxCombo,Diagnosis - Expanded: Total Annual Expenditures and Authorized Services ,For age 22 years and older,,,,
